match_id,season,match_phase,team1,team2,team1_short,team2_short,venue,city,pitch_type,toss_winner,toss_decision,team1_home,team2_home,team1_strength,team2_strength,team1_score,team2_score,winner,winner_short,win_margin,player_of_match
116,2025,league,Delhi Capitals,Sunrisers Hyderabad,DC,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,0,1,80,78,150,152,Sunrisers Hyderabad,SRH,1 wickets,Bhuvneshwar Kumar
117,2019,league,Punjab Kings,Sunrisers Hyderabad,PBKS,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,0,1,75,78,165,180,Sunrisers Hyderabad,SRH,15 runs,Nitish Kumar Reddy
118,2026,league,Kolkata Knight Riders,Lucknow Super Giants,KKR,LSG,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,81,211,215,Lucknow Super Giants,LSG,2 wickets,KL Rahul
119,2025,league,Delhi Capitals,Rajasthan Royals,DC,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,0,1,80,83,166,163,Delhi Capitals,DC,14 runs,Anrich Nortje
120,2023,playoff,Delhi Capitals,Kolkata Knight Riders,DC,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,80,85,110,138,Kolkata Knight Riders,KKR,6 runs,Shreyas Iyer
121,2024,league,Gujarat Titans,Lucknow Super Giants,GT,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Gujarat Titans,field,0,1,86,81,163,164,Lucknow Super Giants,LSG,4 wickets,Quinton de Kock
122,2025,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,1,0,85,75,189,207,Punjab Kings,PBKS,4 wickets,Kagiso Rabada
123,2022,league,Gujarat Titans,Lucknow Super Giants,GT,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,0,1,86,81,188,162,Gujarat Titans,GT,6 wickets,Shubman Gill
124,2022,league,Mumbai Indians,Delhi Capitals,MI,DC,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,1,0,88,80,185,175,Mumbai Indians,MI,2 wickets,Piyush Chawla
125,2021,league,Punjab Kings,Rajasthan Royals,PBKS,RR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Punjab Kings,bat,0,0,75,83,177,200,Rajasthan Royals,RR,6 wickets,Shimron Hetmyer
126,2023,league,Chennai Super Kings,Punjab Kings,CSK,PBKS,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Punjab Kings,bat,1,0,90,75,140,99,Chennai Super Kings,CSK,31 runs,Shivam Dube
127,2022,league,Sunrisers Hyderabad,Lucknow Super Giants,SRH,LSG,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Lucknow Super Giants,field,1,0,78,81,152,168,Lucknow Super Giants,LSG,29 runs,Mark Wood
128,2021,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"Eden Gardens, Kolkata",Kolkata,balanced,Punjab Kings,field,1,0,85,75,139,159,Punjab Kings,PBKS,5 runs,Shikhar Dhawan
129,2021,league,Mumbai Indians,Punjab Kings,MI,PBKS,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,1,0,88,75,258,215,Mumbai Indians,MI,48 runs,Ishan Kishan
130,2023,league,Punjab Kings,Royal Challengers Bangalore,PBKS,RCB,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,1,0,75,82,121,115,Punjab Kings,PBKS,6 wickets,Jitesh Sharma
131,2019,league,Chennai Super Kings,Lucknow Super Giants,CSK,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Chennai Super Kings,bat,0,1,90,81,148,139,Chennai Super Kings,CSK,5 wickets,Deepak Chahar
132,2018,league,Lucknow Super Giants,Mumbai Indians,LSG,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,bat,0,1,81,88,146,171,Mumbai Indians,MI,14 runs,Tilak Varma
133,2019,league,Punjab Kings,Sunrisers Hyderabad,PBKS,SRH,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Punjab Kings,field,0,0,75,78,137,145,Sunrisers Hyderabad,SRH,6 wickets,Nitish Kumar Reddy
134,2020,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Royal Challengers Bangalore,field,0,0,85,82,178,207,Royal Challengers Bangalore,RCB,36 runs,Glenn Maxwell
135,2025,league,Sunrisers Hyderabad,Royal Challengers Bangalore,SRH,RCB,"IS Bindra Stadium, Mohali",Mohali,pace,Sunrisers Hyderabad,bat,0,0,78,82,120,92,Sunrisers Hyderabad,SRH,2 wickets,Abhishek Sharma
136,2022,league,Kolkata Knight Riders,Gujarat Titans,KKR,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,0,0,85,86,149,137,Kolkata Knight Riders,KKR,35 runs,Andre Russell
137,2026,league,Gujarat Titans,Rajasthan Royals,GT,RR,"Wankhede Stadium, Mumbai",Mumbai,batting,Rajasthan Royals,bat,0,0,86,83,161,156,Gujarat Titans,GT,4 wickets,Mohammed Shami
138,2024,league,Kolkata Knight Riders,Lucknow Super Giants,KKR,LSG,"Eden Gardens, Kolkata",Kolkata,balanced,Lucknow Super Giants,field,1,0,85,81,157,130,Kolkata Knight Riders,KKR,33 runs,Sunil Narine
139,2024,league,Delhi Capitals,Lucknow Super Giants,DC,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Delhi Capitals,field,0,1,80,81,149,167,Lucknow Super Giants,LSG,3 wickets,KL Rahul
140,2025,league,Rajasthan Royals,Chennai Super Kings,RR,CSK,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,1,0,83,90,185,153,Rajasthan Royals,RR,3 runs,Jos Buttler
141,2023,league,Gujarat Titans,Punjab Kings,GT,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,0,1,86,75,113,82,Gujarat Titans,GT,28 runs,David Miller
142,2020,league,Chennai Super Kings,Rajasthan Royals,CSK,RR,"IS Bindra Stadium, Mohali",Mohali,pace,Rajasthan Royals,bat,0,0,90,83,216,239,Rajasthan Royals,RR,34 runs,Riyan Parag
143,2021,league,Rajasthan Royals,Punjab Kings,RR,PBKS,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Punjab Kings,field,0,0,83,75,193,160,Rajasthan Royals,RR,25 runs,Trent Boult
144,2024,league,Rajasthan Royals,Punjab Kings,RR,PBKS,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,1,0,83,75,149,168,Punjab Kings,PBKS,3 wickets,Arshdeep Singh
145,2021,league,Kolkata Knight Riders,Gujarat Titans,KKR,GT,"Eden Gardens, Kolkata",Kolkata,balanced,Gujarat Titans,bat,1,0,85,86,122,99,Kolkata Knight Riders,KKR,15 runs,Shreyas Iyer
146,2020,league,Chennai Super Kings,Kolkata Knight Riders,CSK,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,85,175,184,Kolkata Knight Riders,KKR,4 wickets,Andre Russell
147,2023,league,Kolkata Knight Riders,Rajasthan Royals,KKR,RR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,83,155,168,Rajasthan Royals,RR,21 runs,Riyan Parag
148,2024,league,Mumbai Indians,Rajasthan Royals,MI,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Mumbai Indians,field,0,1,88,83,141,109,Mumbai Indians,MI,4 wickets,Suryakumar Yadav
149,2021,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Kolkata Knight Riders,field,0,0,81,85,167,134,Lucknow Super Giants,LSG,43 runs,Ravi Bishnoi
150,2023,league,Gujarat Titans,Kolkata Knight Riders,GT,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,86,85,221,226,Kolkata Knight Riders,KKR,4 wickets,Venkatesh Iyer
151,2021,league,Rajasthan Royals,Gujarat Titans,RR,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Rajasthan Royals,bat,0,1,83,86,198,169,Rajasthan Royals,RR,3 wickets,Trent Boult
152,2021,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Kolkata Knight Riders,bat,0,0,85,82,160,118,Kolkata Knight Riders,KKR,3 wickets,Venkatesh Iyer
153,2026,league,Royal Challengers Bangalore,Mumbai Indians,RCB,MI,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Royal Challengers Bangalore,bat,0,0,82,88,185,212,Mumbai Indians,MI,5 wickets,Ishan Kishan
154,2021,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Kolkata Knight Riders,bat,0,1,85,82,160,123,Kolkata Knight Riders,KKR,40 runs,Sunil Narine
155,2024,league,Rajasthan Royals,Mumbai Indians,RR,MI,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,1,0,83,88,121,130,Mumbai Indians,MI,5 runs,Suryakumar Yadav
156,2019,league,Delhi Capitals,Chennai Super Kings,DC,CSK,"Wankhede Stadium, Mumbai",Mumbai,batting,Chennai Super Kings,field,0,0,80,90,203,221,Chennai Super Kings,CSK,2 wickets,Devon Conway
157,2022,league,Mumbai Indians,Rajasthan Royals,MI,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Mumbai Indians,bat,0,1,88,83,170,195,Rajasthan Royals,RR,19 runs,Trent Boult
158,2022,league,Rajasthan Royals,Mumbai Indians,RR,MI,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Rajasthan Royals,field,0,0,83,88,206,199,Rajasthan Royals,RR,3 wickets,Yashasvi Jaiswal
159,2025,league,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,0,0,78,86,178,194,Gujarat Titans,GT,3 runs,Shubman Gill
160,2021,league,Gujarat Titans,Delhi Capitals,GT,DC,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Delhi Capitals,field,0,0,86,80,142,171,Delhi Capitals,DC,5 wickets,Axar Patel
161,2025,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"Eden Gardens, Kolkata",Kolkata,balanced,Delhi Capitals,field,0,0,82,80,161,157,Royal Challengers Bangalore,RCB,7 runs,Mohammed Siraj
162,2022,league,Royal Challengers Bangalore,Rajasthan Royals,RCB,RR,"IS Bindra Stadium, Mohali",Mohali,pace,Rajasthan Royals,field,0,0,82,83,119,84,Royal Challengers Bangalore,RCB,6 runs,Mohammed Siraj
163,2020,playoff,Rajasthan Royals,Gujarat Titans,RR,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Gujarat Titans,bat,1,0,83,86,152,163,Gujarat Titans,GT,38 runs,Shubman Gill
164,2024,league,Delhi Capitals,Punjab Kings,DC,PBKS,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Delhi Capitals,field,0,0,80,75,144,130,Delhi Capitals,DC,3 wickets,Rishabh Pant
165,2026,league,Gujarat Titans,Mumbai Indians,GT,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,0,1,86,88,129,106,Gujarat Titans,GT,29 runs,Wriddhiman Saha
166,2026,league,Royal Challengers Bangalore,Sunrisers Hyderabad,RCB,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Royal Challengers Bangalore,field,0,1,82,78,188,210,Sunrisers Hyderabad,SRH,39 runs,Nitish Kumar Reddy
167,2023,final,Delhi Capitals,Chennai Super Kings,DC,CSK,"Wankhede Stadium, Mumbai",Mumbai,batting,Delhi Capitals,field,0,0,80,90,209,235,Chennai Super Kings,CSK,1 wickets,Shivam Dube
168,2020,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Kolkata Knight Riders,bat,0,1,85,75,152,174,Punjab Kings,PBKS,5 wickets,Arshdeep Singh
169,2025,playoff,Punjab Kings,Sunrisers Hyderabad,PBKS,SRH,"IS Bindra Stadium, Mohali",Mohali,pace,Sunrisers Hyderabad,field,1,0,75,78,174,170,Punjab Kings,PBKS,38 runs,Shikhar Dhawan
170,2020,league,Mumbai Indians,Gujarat Titans,MI,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,0,1,88,86,158,140,Mumbai Indians,MI,49 runs,Tim David
171,2022,playoff,Sunrisers Hyderabad,Chennai Super Kings,SRH,CSK,"Wankhede Stadium, Mumbai",Mumbai,batting,Sunrisers Hyderabad,field,0,0,78,90,188,213,Chennai Super Kings,CSK,32 runs,Deepak Chahar
172,2024,playoff,Kolkata Knight Riders,Mumbai Indians,KKR,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,88,182,210,Mumbai Indians,MI,6 wickets,Jasprit Bumrah
173,2021,league,Gujarat Titans,Sunrisers Hyderabad,GT,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Gujarat Titans,field,0,1,86,78,157,138,Gujarat Titans,GT,47 runs,Hardik Pandya
174,2018,playoff,Rajasthan Royals,Punjab Kings,RR,PBKS,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,1,0,83,75,213,209,Rajasthan Royals,RR,7 wickets,Sanju Samson
175,2018,league,Royal Challengers Bangalore,Punjab Kings,RCB,PBKS,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Punjab Kings,bat,1,0,82,75,181,210,Punjab Kings,PBKS,31 runs,Shikhar Dhawan
176,2024,playoff,Royal Challengers Bangalore,Kolkata Knight Riders,RCB,KKR,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Kolkata Knight Riders,bat,1,0,82,85,201,176,Royal Challengers Bangalore,RCB,3 wickets,Glenn Maxwell
177,2024,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,bat,0,1,82,80,139,102,Royal Challengers Bangalore,RCB,3 runs,Virat Kohli
178,2026,league,Lucknow Super Giants,Royal Challengers Bangalore,LSG,RCB,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,1,0,81,82,153,144,Lucknow Super Giants,LSG,25 runs,Ayush Badoni
179,2019,playoff,Mumbai Indians,Royal Challengers Bangalore,MI,RCB,"Eden Gardens, Kolkata",Kolkata,balanced,Royal Challengers Bangalore,field,0,0,88,82,161,132,Mumbai Indians,MI,2 wickets,Tim David
180,2018,league,Chennai Super Kings,Sunrisers Hyderabad,CSK,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Chennai Super Kings,bat,0,1,90,78,179,174,Chennai Super Kings,CSK,2 wickets,Ravindra Jadeja
181,2022,league,Rajasthan Royals,Royal Challengers Bangalore,RR,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Rajasthan Royals,field,0,1,83,82,151,129,Rajasthan Royals,RR,26 runs,Yashasvi Jaiswal
182,2021,league,Kolkata Knight Riders,Lucknow Super Giants,KKR,LSG,"Eden Gardens, Kolkata",Kolkata,balanced,Lucknow Super Giants,field,1,0,85,81,160,187,Lucknow Super Giants,LSG,37 runs,Quinton de Kock
183,2021,league,Lucknow Super Giants,Mumbai Indians,LSG,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Lucknow Super Giants,bat,0,1,81,88,198,212,Mumbai Indians,MI,2 wickets,Piyush Chawla
184,2021,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,bat,0,1,90,86,179,155,Chennai Super Kings,CSK,41 runs,Ruturaj Gaikwad
185,2022,league,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"Eden Gardens, Kolkata",Kolkata,balanced,Delhi Capitals,bat,1,0,85,80,139,156,Delhi Capitals,DC,6 wickets,Rishabh Pant
186,2025,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Gujarat Titans,field,1,0,90,86,174,130,Chennai Super Kings,CSK,2 wickets,Devon Conway
187,2020,league,Lucknow Super Giants,Rajasthan Royals,LSG,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,0,1,81,83,221,229,Rajasthan Royals,RR,16 runs,Shimron Hetmyer
188,2022,league,Delhi Capitals,Kolkata Knight Riders,DC,KKR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Kolkata Knight Riders,field,1,0,80,85,142,136,Delhi Capitals,DC,3 wickets,Axar Patel
189,2025,league,Kolkata Knight Riders,Mumbai Indians,KKR,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Kolkata Knight Riders,bat,0,1,85,88,164,172,Mumbai Indians,MI,35 runs,Suryakumar Yadav
190,2022,league,Gujarat Titans,Chennai Super Kings,GT,CSK,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,bat,0,0,86,90,227,237,Chennai Super Kings,CSK,10 runs,Ravindra Jadeja
191,2024,league,Lucknow Super Giants,Royal Challengers Bangalore,LSG,RCB,"Wankhede Stadium, Mumbai",Mumbai,batting,Royal Challengers Bangalore,field,0,0,81,82,153,145,Lucknow Super Giants,LSG,29 runs,KL Rahul
192,2022,final,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Gujarat Titans,bat,1,0,78,86,183,204,Gujarat Titans,GT,11 runs,Hardik Pandya
193,2022,league,Rajasthan Royals,Lucknow Super Giants,RR,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,0,1,83,81,193,159,Rajasthan Royals,RR,29 runs,Jos Buttler
194,2018,league,Chennai Super Kings,Lucknow Super Giants,CSK,LSG,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Chennai Super Kings,field,0,0,90,81,182,201,Lucknow Super Giants,LSG,38 runs,Quinton de Kock
195,2022,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Gujarat Titans,bat,0,0,90,86,152,155,Gujarat Titans,GT,11 runs,David Miller
196,2022,playoff,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Kolkata Knight Riders,field,0,0,85,75,253,256,Punjab Kings,PBKS,5 runs,Liam Livingstone
197,2025,league,Rajasthan Royals,Delhi Capitals,RR,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Rajasthan Royals,field,0,1,83,80,165,173,Delhi Capitals,DC,33 runs,Kuldeep Yadav
198,2022,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,85,176,134,Rajasthan Royals,RR,36 runs,Sanju Samson
199,2024,league,Punjab Kings,Chennai Super Kings,PBKS,CSK,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Punjab Kings,bat,0,0,75,90,150,178,Chennai Super Kings,CSK,21 runs,Ravindra Jadeja
200,2025,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Royal Challengers Bangalore,field,0,0,82,80,119,140,Delhi Capitals,DC,1 wickets,Jake Fraser-McGurk
201,2020,final,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Kolkata Knight Riders,field,1,0,83,85,232,253,Kolkata Knight Riders,KKR,11 runs,Venkatesh Iyer
202,2024,league,Chennai Super Kings,Rajasthan Royals,CSK,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,0,1,90,83,202,208,Rajasthan Royals,RR,30 runs,Shimron Hetmyer
203,2025,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,0,1,85,75,191,180,Kolkata Knight Riders,KKR,6 wickets,Andre Russell
204,2025,league,Delhi Capitals,Sunrisers Hyderabad,DC,SRH,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Sunrisers Hyderabad,field,0,0,80,78,158,127,Delhi Capitals,DC,2 runs,Anrich Nortje
205,2024,league,Mumbai Indians,Sunrisers Hyderabad,MI,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,0,1,88,78,207,225,Sunrisers Hyderabad,SRH,4 wickets,Aiden Markram
206,2023,league,Mumbai Indians,Chennai Super Kings,MI,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Chennai Super Kings,field,0,0,88,90,217,243,Chennai Super Kings,CSK,28 runs,Deepak Chahar
207,2018,league,Gujarat Titans,Delhi Capitals,GT,DC,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,1,0,86,80,173,148,Gujarat Titans,GT,23 runs,Mohammed Shami
208,2022,league,Mumbai Indians,Chennai Super Kings,MI,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,0,1,88,90,172,149,Mumbai Indians,MI,45 runs,Rohit Sharma
209,2022,league,Gujarat Titans,Rajasthan Royals,GT,RR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Rajasthan Royals,field,1,0,86,83,184,144,Gujarat Titans,GT,7 runs,Wriddhiman Saha
210,2019,league,Chennai Super Kings,Mumbai Indians,CSK,MI,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,bat,1,0,90,88,157,142,Chennai Super Kings,CSK,42 runs,Ravindra Jadeja
211,2022,league,Royal Challengers Bangalore,Kolkata Knight Riders,RCB,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,82,85,174,196,Kolkata Knight Riders,KKR,3 wickets,Andre Russell
212,2022,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Kolkata Knight Riders,bat,0,0,85,82,171,153,Kolkata Knight Riders,KKR,40 runs,Andre Russell
213,2024,league,Gujarat Titans,Mumbai Indians,GT,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,bat,0,1,86,88,209,170,Gujarat Titans,GT,40 runs,David Miller
214,2024,league,Chennai Super Kings,Royal Challengers Bangalore,CSK,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,bat,0,1,90,82,227,252,Royal Challengers Bangalore,RCB,5 wickets,Faf du Plessis
215,2024,league,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,bat,0,0,78,86,200,178,Sunrisers Hyderabad,SRH,5 runs,Abhishek Sharma
216,2024,league,Mumbai Indians,Chennai Super Kings,MI,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Chennai Super Kings,bat,0,0,88,90,207,163,Mumbai Indians,MI,2 wickets,Ishan Kishan
217,2026,league,Gujarat Titans,Delhi Capitals,GT,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,86,80,260,266,Delhi Capitals,DC,3 wickets,David Warner
218,2022,league,Delhi Capitals,Kolkata Knight Riders,DC,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Delhi Capitals,field,0,1,80,85,166,137,Delhi Capitals,DC,4 wickets,Jake Fraser-McGurk
219,2019,league,Punjab Kings,Chennai Super Kings,PBKS,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,0,1,75,90,201,221,Chennai Super Kings,CSK,33 runs,MS Dhoni
220,2018,league,Kolkata Knight Riders,Rajasthan Royals,KKR,RR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,83,172,177,Rajasthan Royals,RR,9 runs,Riyan Parag
221,2021,playoff,Gujarat Titans,Royal Challengers Bangalore,GT,RCB,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Royal Challengers Bangalore,bat,0,0,86,82,211,203,Gujarat Titans,GT,3 wickets,David Miller
222,2018,playoff,Delhi Capitals,Lucknow Super Giants,DC,LSG,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Lucknow Super Giants,bat,0,0,80,81,105,125,Lucknow Super Giants,LSG,2 wickets,Nicholas Pooran
223,2026,league,Chennai Super Kings,Kolkata Knight Riders,CSK,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,0,1,90,85,160,121,Chennai Super Kings,CSK,29 runs,Devon Conway
224,2024,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Kolkata Knight Riders,field,0,0,85,75,179,137,Kolkata Knight Riders,KKR,40 runs,Sunil Narine
225,2024,league,Gujarat Titans,Royal Challengers Bangalore,GT,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,bat,0,1,86,82,168,148,Gujarat Titans,GT,43 runs,Shubman Gill
226,2023,league,Punjab Kings,Mumbai Indians,PBKS,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Punjab Kings,field,0,1,75,88,182,184,Mumbai Indians,MI,34 runs,Suryakumar Yadav
227,2026,league,Punjab Kings,Lucknow Super Giants,PBKS,LSG,"Wankhede Stadium, Mumbai",Mumbai,batting,Punjab Kings,field,0,0,75,81,210,227,Lucknow Super Giants,LSG,5 wickets,Nicholas Pooran
228,2025,final,Chennai Super Kings,Rajasthan Royals,CSK,RR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Chennai Super Kings,bat,0,0,90,83,146,149,Rajasthan Royals,RR,6 runs,Trent Boult
229,2022,league,Rajasthan Royals,Chennai Super Kings,RR,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Rajasthan Royals,field,0,1,83,90,119,107,Rajasthan Royals,RR,2 wickets,Yuzvendra Chahal
230,2024,league,Gujarat Titans,Delhi Capitals,GT,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Gujarat Titans,bat,0,1,86,80,120,138,Delhi Capitals,DC,3 wickets,Jake Fraser-McGurk
231,2021,league,Lucknow Super Giants,Punjab Kings,LSG,PBKS,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Lucknow Super Giants,field,0,0,81,75,235,209,Lucknow Super Giants,LSG,28 runs,Nicholas Pooran
