innings_id,batsman,team,opponent,venue,pitch_type,match_format,batting_avg,strike_rate,batting_style,batting_position,is_home,opponent_strength,runs_scored,balls_faced,fours,sixes,not_out
203,Devon Conway,New Zealand,England,"MA Chidambaram Stadium, Chennai",spin,ODI,45.2,85.7,left,1,0,85,34,67,3,0,0
204,Shubman Gill,India,Bangladesh,"Kensington Oval, Barbados",batting,T20,52.3,98.1,right,1,0,65,49,45,3,0,1
205,Kane Williamson,New Zealand,Pakistan,Sydney Cricket Ground,balanced,T20,48.5,81.3,right,4,0,80,12,11,1,0,0
206,Shai Hope,West Indies,Bangladesh,Dubai International Stadium,spin,ODI,40.2,78.6,right,2,0,65,23,34,2,0,0
207,Marnus Labuschagne,Australia,South Africa,Sydney Cricket Ground,balanced,T20,53.1,84.2,right,4,1,84,2,2,0,0,0
208,Jos Buttler,England,New Zealand,"MA Chidambaram Stadium, Chennai",spin,ODI,39.8,118.2,right,7,0,83,13,10,0,0,0
209,Kyle Mayers,West Indies,Afghanistan,Sydney Cricket Ground,balanced,ODI,33.5,95.1,left,5,0,70,31,23,2,0,1
210,Sadeera Samarawickrama,Sri Lanka,India,"Shere Bangla Stadium, Dhaka",spin,ODI,31.5,84.3,right,6,0,92,31,38,2,0,1
211,Kyle Mayers,West Indies,Australia,"Shere Bangla Stadium, Dhaka",spin,ODI,33.5,95.1,left,6,0,90,26,21,2,0,1
212,Najibullah Zadran,Afghanistan,Sri Lanka,"Eden Gardens, Kolkata",balanced,T20,28.9,108.7,left,5,0,72,9,9,0,0,0
213,Azmatullah Omarzai,Afghanistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,32.4,96.8,right,5,0,72,15,17,1,0,0
214,Mohammad Rizwan,Pakistan,England,"Shere Bangla Stadium, Dhaka",spin,ODI,44.8,81.2,right,5,0,85,3,3,0,0,0
215,Fakhar Zaman,Pakistan,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,42.1,94.3,left,1,0,85,1,1,0,0,0
216,Shakib Al Hasan,Bangladesh,Australia,Melbourne Cricket Ground,pace,T20,37.8,82.1,left,6,0,90,14,14,1,0,0
217,Mushfiqur Rahim,Bangladesh,West Indies,"Kensington Oval, Barbados",batting,ODI,36.5,78.9,right,6,0,68,54,60,4,1,0
218,Joe Root,England,Bangladesh,"Hagley Oval, Christchurch",pace,T20,51.2,87.5,right,4,0,65,0,1,0,0,0
219,Litton Das,Bangladesh,India,"Newlands, Cape Town",pace,T20,34.2,88.4,right,2,0,92,20,17,2,0,0
220,Devon Conway,New Zealand,Sri Lanka,"Eden Gardens, Kolkata",balanced,ODI,45.2,85.7,left,2,0,72,68,126,5,2,1
221,Shimron Hetmyer,West Indies,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,31.2,98.7,left,6,0,65,73,81,7,0,0
222,Mahmudullah,Bangladesh,England,Sydney Cricket Ground,balanced,T20,33.9,76.8,right,6,0,85,19,24,2,0,0
223,Kane Williamson,New Zealand,Bangladesh,"The Oval, London",balanced,ODI,48.5,81.3,right,3,0,65,1,1,0,0,0
224,Tamim Iqbal,Bangladesh,India,"R. Premadasa Stadium, Colombo",spin,T20,36.1,80.5,left,1,0,92,10,10,0,0,0
225,Dhananjaya de Silva,Sri Lanka,Afghanistan,"Hagley Oval, Christchurch",pace,T20,37.1,86.5,right,6,0,70,25,21,2,0,0
226,Virat Kohli,India,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,59.1,93.2,right,3,1,80,91,138,10,1,0
227,Daryl Mitchell,New Zealand,Bangladesh,"Lord's, London",pace,T20,43.1,93.5,right,6,0,65,7,5,0,0,0
228,Travis Head,Australia,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,44.9,101.3,left,5,0,70,7,5,0,0,1
229,Imam-ul-Haq,Pakistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,T20,49.5,79.1,left,2,0,84,8,12,0,0,0
230,Steve Smith,Australia,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,56.8,86.4,right,4,0,80,75,88,5,0,0
231,Hashmatullah Shahidi,Afghanistan,Australia,"R. Premadasa Stadium, Colombo",spin,ODI,35.6,72.4,left,4,0,90,16,34,1,0,0
232,Litton Das,Bangladesh,West Indies,"Gaddafi Stadium, Lahore",spin,ODI,34.2,88.4,right,1,0,68,0,1,0,0,0
233,Devon Conway,New Zealand,Bangladesh,"Eden Gardens, Kolkata",balanced,T20,45.2,85.7,left,2,0,65,18,18,1,0,0
234,Tom Latham,New Zealand,South Africa,"The Oval, London",balanced,ODI,39.8,78.4,left,2,0,84,69,79,5,1,0
235,Ibrahim Zadran,Afghanistan,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,41.2,82.3,right,1,0,68,153,163,13,4,0
236,Mahmudullah,Bangladesh,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,33.9,76.8,right,7,1,83,1,1,0,0,0
237,Saud Shakeel,Pakistan,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,46.3,82.4,left,5,1,72,17,15,1,0,0
238,Imam-ul-Haq,Pakistan,Bangladesh,"The Oval, London",balanced,ODI,49.5,79.1,left,2,0,65,21,37,2,0,0
239,Brandon King,West Indies,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,35.8,91.2,right,1,0,72,16,16,1,0,0
240,Nicholas Pooran,West Indies,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,T20,30.5,105.3,left,5,0,70,47,42,4,1,0
241,Nicholas Pooran,West Indies,Sri Lanka,"The Oval, London",balanced,T20,30.5,105.3,left,6,0,72,32,25,3,0,0
242,Shubman Gill,India,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,52.3,98.1,right,2,1,83,142,156,14,3,0
243,Travis Head,Australia,West Indies,"Lord's, London",pace,T20,44.9,101.3,left,5,0,68,7,6,0,0,0
244,Glenn Phillips,New Zealand,England,"The Oval, London",balanced,T20,35.6,98.2,right,5,0,85,26,20,1,0,0
245,Shai Hope,West Indies,New Zealand,"Hagley Oval, Christchurch",pace,ODI,40.2,78.6,right,1,0,83,0,1,0,0,0
246,KL Rahul,India,Afghanistan,"Kensington Oval, Barbados",batting,T20,47.5,87.3,right,3,0,70,16,24,1,0,0
247,Heinrich Klaasen,South Africa,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,41.5,112.7,right,6,0,83,34,35,2,1,0
248,Ben Stokes,England,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,40.1,95.8,left,5,0,83,8,7,0,0,0
249,Fakhar Zaman,Pakistan,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,42.1,94.3,left,1,0,70,9,9,0,0,0
250,Heinrich Klaasen,South Africa,Pakistan,Melbourne Cricket Ground,pace,ODI,41.5,112.7,right,6,0,80,4,3,0,0,1
251,Babar Azam,Pakistan,England,Melbourne Cricket Ground,pace,T20,56.2,88.9,right,4,0,85,67,66,4,1,0
252,Shreyas Iyer,India,Pakistan,"Shere Bangla Stadium, Dhaka",spin,ODI,44.2,96.7,right,5,0,80,2,1,0,0,0
253,Jos Buttler,England,South Africa,"Hagley Oval, Christchurch",pace,T20,39.8,118.2,right,7,0,84,9,8,0,0,0
254,Hashmatullah Shahidi,Afghanistan,Australia,"Hagley Oval, Christchurch",pace,ODI,35.6,72.4,left,3,0,90,22,34,1,0,0
255,Daryl Mitchell,New Zealand,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,43.1,93.5,right,6,0,70,0,1,0,0,0
256,Ibrahim Zadran,Afghanistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,T20,41.2,82.3,right,1,0,84,37,44,2,0,0
257,Mahmudullah,Bangladesh,Sri Lanka,"Newlands, Cape Town",pace,T20,33.9,76.8,right,6,0,72,4,6,0,0,0
258,Ibrahim Zadran,Afghanistan,England,"Newlands, Cape Town",pace,ODI,41.2,82.3,right,2,0,85,57,54,5,1,1
259,David Warner,Australia,South Africa,"MA Chidambaram Stadium, Chennai",spin,ODI,45.3,97.1,left,1,0,84,95,88,7,2,0
260,Azmatullah Omarzai,Afghanistan,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,32.4,96.8,right,5,0,65,46,67,4,1,0
261,Virat Kohli,India,Pakistan,"Shere Bangla Stadium, Dhaka",spin,T20,59.1,93.2,right,3,0,80,30,29,2,0,1
262,Shimron Hetmyer,West Indies,South Africa,Melbourne Cricket Ground,pace,ODI,31.2,98.7,left,5,0,84,22,21,2,0,1
263,Mitchell Marsh,Australia,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,38.5,92.6,right,5,0,80,25,25,1,0,0
264,Brandon King,West Indies,Australia,"R. Premadasa Stadium, Colombo",spin,T20,35.8,91.2,right,2,0,90,0,1,0,0,0
265,Kane Williamson,New Zealand,Pakistan,Melbourne Cricket Ground,pace,ODI,48.5,81.3,right,3,0,80,60,81,6,0,0
266,Rassie van der Dussen,South Africa,Afghanistan,"R. Premadasa Stadium, Colombo",spin,ODI,48.2,84.5,right,6,0,70,8,9,0,0,0
267,Litton Das,Bangladesh,Pakistan,"Kensington Oval, Barbados",batting,ODI,34.2,88.4,right,1,0,80,22,25,2,0,0
268,Tom Latham,New Zealand,Bangladesh,"Lord's, London",pace,ODI,39.8,78.4,left,1,0,65,27,39,2,0,1
269,Sadeera Samarawickrama,Sri Lanka,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,31.5,84.3,right,6,0,80,38,46,3,0,0
270,Quinton de Kock,South Africa,Bangladesh,"The Oval, London",balanced,ODI,44.6,96.3,left,1,0,65,12,14,1,0,0
271,Kyle Mayers,West Indies,India,"Kensington Oval, Barbados",batting,T20,33.5,95.1,left,6,1,92,73,60,5,1,0
272,Shakib Al Hasan,Bangladesh,Sri Lanka,"The Oval, London",balanced,ODI,37.8,82.1,left,6,0,72,15,15,1,0,0
273,Jos Buttler,England,Australia,Sydney Cricket Ground,balanced,T20,39.8,118.2,right,7,0,90,49,34,3,0,0
274,David Miller,South Africa,Bangladesh,"Kensington Oval, Barbados",batting,ODI,36.8,101.4,left,6,0,65,40,37,4,0,0
275,Steve Smith,Australia,Afghanistan,Dubai International Stadium,spin,T20,56.8,86.4,right,4,0,70,0,1,0,0,0
276,Rassie van der Dussen,South Africa,Bangladesh,"Newlands, Cape Town",pace,ODI,48.2,84.5,right,6,1,65,1,1,0,0,0
277,Imam-ul-Haq,Pakistan,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,49.5,79.1,left,1,0,68,38,41,2,0,0
278,Daryl Mitchell,New Zealand,South Africa,"Lord's, London",pace,T20,43.1,93.5,right,6,0,84,15,11,1,0,0
279,Mitchell Marsh,Australia,Pakistan,"The Oval, London",balanced,ODI,38.5,92.6,right,5,0,80,22,21,2,0,0
280,Aiden Markram,South Africa,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,38.9,87.1,right,3,0,72,73,59,8,0,0
281,David Miller,South Africa,Australia,"Newlands, Cape Town",pace,ODI,36.8,101.4,left,7,1,90,15,12,1,0,0
282,Rassie van der Dussen,South Africa,England,"Shere Bangla Stadium, Dhaka",spin,T20,48.2,84.5,right,6,0,85,0,1,0,0,0
283,Shubman Gill,India,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,52.3,98.1,right,1,0,83,44,47,4,0,0
284,Kyle Mayers,West Indies,England,Sydney Cricket Ground,balanced,ODI,33.5,95.1,left,5,0,85,14,13,1,0,0
285,Joe Root,England,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,51.2,87.5,right,3,0,90,4,3,0,0,0
286,Kane Williamson,New Zealand,Sri Lanka,Melbourne Cricket Ground,pace,ODI,48.5,81.3,right,3,0,72,42,42,4,0,0
287,KL Rahul,India,England,Dubai International Stadium,spin,ODI,47.5,87.3,right,4,0,85,42,48,4,1,0
288,Sadeera Samarawickrama,Sri Lanka,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,31.5,84.3,right,6,0,70,19,19,2,0,0
289,Daryl Mitchell,New Zealand,Pakistan,"Hagley Oval, Christchurch",pace,ODI,43.1,93.5,right,6,1,80,23,17,1,0,0
290,Daryl Mitchell,New Zealand,Afghanistan,"Lord's, London",pace,T20,43.1,93.5,right,5,0,70,3,2,0,0,0
291,Mitchell Marsh,Australia,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,ODI,38.5,92.6,right,5,0,65,19,19,1,0,0
292,Brandon King,West Indies,India,"Eden Gardens, Kolkata",balanced,ODI,35.8,91.2,right,1,0,92,58,63,6,1,0
293,Mitchell Marsh,Australia,India,Sydney Cricket Ground,balanced,T20,38.5,92.6,right,6,1,92,3,3,0,0,0
294,David Warner,Australia,West Indies,"MA Chidambaram Stadium, Chennai",spin,T20,45.3,97.1,left,1,0,68,27,27,2,0,0
295,Dhananjaya de Silva,Sri Lanka,West Indies,"Hagley Oval, Christchurch",pace,T20,37.1,86.5,right,6,0,68,26,31,1,0,0
296,Imam-ul-Haq,Pakistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,49.5,79.1,left,2,0,72,6,6,0,0,0
297,Kane Williamson,New Zealand,England,"Wankhede Stadium, Mumbai",batting,T20,48.5,81.3,right,3,0,85,3,4,0,0,1
298,Quinton de Kock,South Africa,Sri Lanka,"Newlands, Cape Town",pace,T20,44.6,96.3,left,1,1,72,4,4,0,0,0
299,Daryl Mitchell,New Zealand,England,"MA Chidambaram Stadium, Chennai",spin,ODI,43.1,93.5,right,6,0,85,17,15,1,0,1
300,Charith Asalanka,Sri Lanka,Pakistan,"Kensington Oval, Barbados",batting,ODI,35.2,92.1,left,5,0,80,29,33,3,0,1
301,Fakhar Zaman,Pakistan,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,42.1,94.3,left,2,0,65,30,35,2,0,0
302,Rassie van der Dussen,South Africa,New Zealand,Sydney Cricket Ground,balanced,T20,48.2,84.5,right,6,0,83,4,4,0,0,1
303,Kusal Mendis,Sri Lanka,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,33.8,89.2,right,3,0,70,8,9,0,0,0
304,Travis Head,Australia,Pakistan,"R. Premadasa Stadium, Colombo",spin,T20,44.9,101.3,left,6,0,80,38,44,2,1,0
305,Hashmatullah Shahidi,Afghanistan,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,35.6,72.4,left,3,0,84,36,47,3,1,0
306,Litton Das,Bangladesh,England,"Shere Bangla Stadium, Dhaka",spin,T20,34.2,88.4,right,1,1,85,8,7,0,0,0
307,Ibrahim Zadran,Afghanistan,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,41.2,82.3,right,2,0,92,6,6,0,0,0
308,Saud Shakeel,Pakistan,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,46.3,82.4,left,5,0,65,6,7,0,0,1
309,Imam-ul-Haq,Pakistan,Australia,Sydney Cricket Ground,balanced,ODI,49.5,79.1,left,2,0,90,10,15,0,0,0
310,Nicholas Pooran,West Indies,South Africa,"Gaddafi Stadium, Lahore",spin,ODI,30.5,105.3,left,5,0,84,4,2,0,0,1
311,Mitchell Marsh,Australia,India,"Shere Bangla Stadium, Dhaka",spin,ODI,38.5,92.6,right,6,0,92,15,16,1,0,1
312,Shai Hope,West Indies,South Africa,"Wankhede Stadium, Mumbai",batting,T20,40.2,78.6,right,2,0,84,12,14,1,0,0
313,Shreyas Iyer,India,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,T20,44.2,96.7,right,5,0,70,40,46,4,0,0
314,Quinton de Kock,South Africa,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,44.6,96.3,left,1,0,83,2,1,0,0,0
315,Babar Azam,Pakistan,India,Sydney Cricket Ground,balanced,ODI,56.2,88.9,right,4,0,92,20,23,1,0,0
316,Shakib Al Hasan,Bangladesh,India,"Kensington Oval, Barbados",batting,T20,37.8,82.1,left,5,0,92,12,22,0,0,0
317,Ibrahim Zadran,Afghanistan,New Zealand,Sydney Cricket Ground,balanced,ODI,41.2,82.3,right,1,0,83,23,21,2,0,1
318,Daryl Mitchell,New Zealand,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,43.1,93.5,right,6,0,90,52,43,5,1,1
319,Joe Root,England,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,51.2,87.5,right,4,0,70,89,86,9,2,1
320,Hashmatullah Shahidi,Afghanistan,New Zealand,Sydney Cricket Ground,balanced,ODI,35.6,72.4,left,3,0,83,37,47,3,0,1
321,Pathum Nissanka,Sri Lanka,Afghanistan,"Gaddafi Stadium, Lahore",spin,ODI,39.4,85.6,right,1,0,70,0,1,0,0,1
322,Pathum Nissanka,Sri Lanka,Bangladesh,"Hagley Oval, Christchurch",pace,T20,39.4,85.6,right,1,0,65,8,9,0,0,0
323,Pathum Nissanka,Sri Lanka,England,Sydney Cricket Ground,balanced,T20,39.4,85.6,right,2,0,85,22,32,1,0,0
324,Rassie van der Dussen,South Africa,Australia,"Lord's, London",pace,T20,48.2,84.5,right,5,0,90,10,16,1,0,0
325,Mitchell Marsh,Australia,Bangladesh,"The Oval, London",balanced,ODI,38.5,92.6,right,6,0,65,63,62,4,0,0
326,Tom Latham,New Zealand,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,39.8,78.4,left,2,1,72,33,28,2,0,0
327,Pathum Nissanka,Sri Lanka,Pakistan,"Lord's, London",pace,ODI,39.4,85.6,right,2,0,80,26,37,2,0,0
328,Saud Shakeel,Pakistan,India,Dubai International Stadium,spin,T20,46.3,82.4,left,6,0,92,73,87,7,1,1
329,Pathum Nissanka,Sri Lanka,Bangladesh,"The Oval, London",balanced,ODI,39.4,85.6,right,2,0,65,14,17,1,0,1
330,Harry Brook,England,Pakistan,Melbourne Cricket Ground,pace,T20,48.7,103.2,right,5,0,80,0,1,0,0,0
331,Marnus Labuschagne,Australia,New Zealand,"Hagley Oval, Christchurch",pace,ODI,53.1,84.2,right,3,0,83,39,51,3,0,1
332,Kane Williamson,New Zealand,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,48.5,81.3,right,3,0,84,38,38,2,0,0
333,KL Rahul,India,Australia,"The Oval, London",balanced,T20,47.5,87.3,right,4,0,90,25,27,1,0,0
334,KL Rahul,India,England,"Gaddafi Stadium, Lahore",spin,T20,47.5,87.3,right,3,0,85,0,1,0,0,0
335,Daryl Mitchell,New Zealand,Australia,"Wankhede Stadium, Mumbai",batting,ODI,43.1,93.5,right,5,0,90,48,64,4,0,0
336,Pathum Nissanka,Sri Lanka,England,"Newlands, Cape Town",pace,T20,39.4,85.6,right,1,0,85,13,12,0,0,0
337,Ibrahim Zadran,Afghanistan,Pakistan,Dubai International Stadium,spin,T20,41.2,82.3,right,1,0,80,10,12,1,0,0
338,Najibullah Zadran,Afghanistan,New Zealand,Sydney Cricket Ground,balanced,T20,28.9,108.7,left,6,0,83,0,1,0,0,0
339,David Miller,South Africa,India,"Hagley Oval, Christchurch",pace,ODI,36.8,101.4,left,6,0,92,53,62,5,1,0
340,Dhananjaya de Silva,Sri Lanka,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,37.1,86.5,right,5,0,83,36,36,3,1,0
341,Pathum Nissanka,Sri Lanka,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,39.4,85.6,right,1,0,80,54,70,3,1,0
342,Shreyas Iyer,India,South Africa,"Kensington Oval, Barbados",batting,T20,44.2,96.7,right,6,0,84,14,11,0,0,0
343,Mushfiqur Rahim,Bangladesh,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,36.5,78.9,right,5,0,68,112,138,7,1,0
344,Babar Azam,Pakistan,West Indies,"R. Premadasa Stadium, Colombo",spin,T20,56.2,88.9,right,4,0,68,9,12,0,0,0
345,Ibrahim Zadran,Afghanistan,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,41.2,82.3,right,1,0,72,30,42,2,0,0
346,Steve Smith,Australia,England,"Wankhede Stadium, Mumbai",batting,T20,56.8,86.4,right,3,0,85,35,31,3,0,1
347,Mahmudullah,Bangladesh,India,"R. Premadasa Stadium, Colombo",spin,T20,33.9,76.8,right,7,0,92,16,17,1,0,0
348,Ben Stokes,England,Pakistan,Dubai International Stadium,spin,T20,40.1,95.8,left,6,0,80,0,1,0,0,1
349,Glenn Phillips,New Zealand,Sri Lanka,"Newlands, Cape Town",pace,ODI,35.6,98.2,right,5,0,72,6,4,0,0,0
350,KL Rahul,India,Afghanistan,Dubai International Stadium,spin,T20,47.5,87.3,right,3,0,70,55,106,4,0,0
351,Fakhar Zaman,Pakistan,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,ODI,42.1,94.3,left,2,0,72,0,1,0,0,0
352,Virat Kohli,India,England,Sydney Cricket Ground,balanced,ODI,59.1,93.2,right,3,0,85,30,53,3,0,0
353,Rahmanullah Gurbaz,Afghanistan,England,"Shere Bangla Stadium, Dhaka",spin,T20,38.1,102.5,right,2,0,85,8,6,0,0,0
354,Charith Asalanka,Sri Lanka,New Zealand,Sydney Cricket Ground,balanced,ODI,35.2,92.1,left,5,0,83,16,14,1,0,1
355,Travis Head,Australia,Pakistan,"Lord's, London",pace,T20,44.9,101.3,left,5,0,80,10,10,0,0,0
356,Jonny Bairstow,England,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,T20,42.3,104.5,right,5,0,83,2,2,0,0,0
357,KL Rahul,India,England,"Wankhede Stadium, Mumbai",batting,T20,47.5,87.3,right,3,1,85,1,1,0,0,1
358,Rassie van der Dussen,South Africa,Afghanistan,Melbourne Cricket Ground,pace,ODI,48.2,84.5,right,5,0,70,1,1,0,0,0
359,Hashmatullah Shahidi,Afghanistan,New Zealand,"Gaddafi Stadium, Lahore",spin,ODI,35.6,72.4,left,3,0,83,55,71,4,1,0
360,Charith Asalanka,Sri Lanka,Bangladesh,Dubai International Stadium,spin,ODI,35.2,92.1,left,6,0,65,24,26,1,0,0
361,Joe Root,England,West Indies,"Newlands, Cape Town",pace,T20,51.2,87.5,right,3,0,68,6,6,0,0,0
362,Imam-ul-Haq,Pakistan,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,49.5,79.1,left,1,0,85,12,13,1,0,0
363,Daryl Mitchell,New Zealand,Australia,Sydney Cricket Ground,balanced,ODI,43.1,93.5,right,6,0,90,22,24,1,0,0
364,Travis Head,Australia,West Indies,Sydney Cricket Ground,balanced,T20,44.9,101.3,left,5,1,68,12,14,0,0,0
365,Kyle Mayers,West Indies,Australia,"Lord's, London",pace,ODI,33.5,95.1,left,5,0,90,0,1,0,0,0
366,Pathum Nissanka,Sri Lanka,Australia,"The Oval, London",balanced,T20,39.4,85.6,right,1,0,90,87,107,7,2,0
367,Quinton de Kock,South Africa,Sri Lanka,"Newlands, Cape Town",pace,T20,44.6,96.3,left,2,1,72,15,16,1,0,1
368,Nicholas Pooran,West Indies,South Africa,"The Oval, London",balanced,T20,30.5,105.3,left,6,0,84,15,13,0,0,0
369,Azmatullah Omarzai,Afghanistan,New Zealand,"Hagley Oval, Christchurch",pace,ODI,32.4,96.8,right,6,0,83,4,4,0,0,1
370,Azmatullah Omarzai,Afghanistan,India,"The Oval, London",balanced,T20,32.4,96.8,right,5,0,92,13,11,1,0,0
371,Ben Stokes,England,India,"Shere Bangla Stadium, Dhaka",spin,T20,40.1,95.8,left,5,0,92,2,2,0,0,0
372,Hashmatullah Shahidi,Afghanistan,India,"Shere Bangla Stadium, Dhaka",spin,T20,35.6,72.4,left,4,0,92,33,40,3,1,0
373,Fakhar Zaman,Pakistan,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,42.1,94.3,left,1,0,70,2,2,0,0,0
374,Rassie van der Dussen,South Africa,New Zealand,Dubai International Stadium,spin,T20,48.2,84.5,right,5,0,83,58,111,6,0,0
375,Shreyas Iyer,India,Afghanistan,"The Oval, London",balanced,ODI,44.2,96.7,right,5,0,70,35,37,2,0,0
376,Litton Das,Bangladesh,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,34.2,88.4,right,2,0,70,4,4,0,0,0
377,Najibullah Zadran,Afghanistan,South Africa,Melbourne Cricket Ground,pace,T20,28.9,108.7,left,6,0,84,0,1,0,0,1
378,Shimron Hetmyer,West Indies,South Africa,Sydney Cricket Ground,balanced,T20,31.2,98.7,left,6,0,84,8,8,0,0,0
379,Sadeera Samarawickrama,Sri Lanka,Afghanistan,Dubai International Stadium,spin,ODI,31.5,84.3,right,5,0,70,8,7,0,0,0
380,Tom Latham,New Zealand,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,39.8,78.4,left,1,0,70,38,43,3,0,0
381,Daryl Mitchell,New Zealand,India,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,43.1,93.5,right,6,0,92,26,26,2,0,0
382,Ben Stokes,England,South Africa,"MA Chidambaram Stadium, Chennai",spin,T20,40.1,95.8,left,5,0,84,13,14,0,0,0
383,Azmatullah Omarzai,Afghanistan,Pakistan,"Hagley Oval, Christchurch",pace,T20,32.4,96.8,right,6,0,80,4,3,0,0,0
384,Shai Hope,West Indies,India,"The Oval, London",balanced,ODI,40.2,78.6,right,2,0,92,21,36,1,0,0
385,Litton Das,Bangladesh,England,Sydney Cricket Ground,balanced,T20,34.2,88.4,right,1,0,85,0,1,0,0,0
386,Mitchell Marsh,Australia,Sri Lanka,"Newlands, Cape Town",pace,T20,38.5,92.6,right,5,0,72,48,42,5,0,1
387,Brandon King,West Indies,England,Melbourne Cricket Ground,pace,ODI,35.8,91.2,right,1,0,85,25,32,1,0,0
388,Shai Hope,West Indies,Sri Lanka,Dubai International Stadium,spin,ODI,40.2,78.6,right,2,0,72,28,36,2,0,0
389,Najibullah Zadran,Afghanistan,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,28.9,108.7,left,6,0,90,7,6,0,0,0
390,Babar Azam,Pakistan,Afghanistan,"Newlands, Cape Town",pace,ODI,56.2,88.9,right,4,0,70,14,23,1,0,0
391,Virat Kohli,India,West Indies,"The Oval, London",balanced,T20,59.1,93.2,right,3,0,68,3,3,0,0,0
392,Daryl Mitchell,New Zealand,South Africa,"Lord's, London",pace,ODI,43.1,93.5,right,6,0,84,200,238,19,2,1
393,Ben Stokes,England,West Indies,"Gaddafi Stadium, Lahore",spin,ODI,40.1,95.8,left,6,0,68,43,36,2,0,0
394,Shimron Hetmyer,West Indies,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,31.2,98.7,left,6,0,84,200,218,20,1,0
395,Jos Buttler,England,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,39.8,118.2,right,7,0,70,17,14,1,0,0
396,Ibrahim Zadran,Afghanistan,New Zealand,"Newlands, Cape Town",pace,T20,41.2,82.3,right,1,0,83,0,1,0,0,0
397,Rahmanullah Gurbaz,Afghanistan,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,38.1,102.5,right,2,0,80,8,9,0,0,0
398,Devon Conway,New Zealand,West Indies,Sydney Cricket Ground,balanced,ODI,45.2,85.7,left,1,0,68,0,1,0,0,0
399,Shakib Al Hasan,Bangladesh,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,37.8,82.1,left,5,0,70,1,1,0,0,1
400,Shreyas Iyer,India,Australia,"Newlands, Cape Town",pace,ODI,44.2,96.7,right,6,0,90,5,4,0,0,1
401,Rahmanullah Gurbaz,Afghanistan,India,"R. Premadasa Stadium, Colombo",spin,T20,38.1,102.5,right,2,0,92,1,1,0,0,0
402,Kusal Mendis,Sri Lanka,Pakistan,"Hagley Oval, Christchurch",pace,ODI,33.8,89.2,right,4,0,80,5,6,0,0,0
403,Shai Hope,West Indies,Pakistan,"Lord's, London",pace,T20,40.2,78.6,right,2,0,80,3,4,0,0,0
