innings_id,bowler,team,opponent,venue,pitch_type,match_format,bowling_avg,bowling_sr,bowling_econ,bowling_type,is_home,opponent_strength,overs_bowled,runs_conceded,wickets_taken,maidens,dot_balls
193,Kuldeep Yadav,India,Pakistan,"Shere Bangla Stadium, Dhaka",spin,T20,27.8,33.5,5.1,spin,0,80,2,17,0,0,5
194,Akeal Hosein,West Indies,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,29.8,34.1,4.8,spin,0,84,10,70,6,1,26
195,Ravindra Jadeja,India,Pakistan,"Kensington Oval, Barbados",batting,T20,32.5,42.1,4.8,spin,0,80,3,10,0,0,7
196,Trent Boult,New Zealand,West Indies,"Gaddafi Stadium, Lahore",spin,ODI,25.6,29.1,5.1,fast,0,68,7,27,2,0,17
197,Mitchell Starc,Australia,Pakistan,Melbourne Cricket Ground,pace,ODI,24.8,27.3,5.3,fast,1,80,10,62,7,1,26
198,Dilshan Madushanka,Sri Lanka,Pakistan,"Kensington Oval, Barbados",batting,T20,28.3,32.5,5.3,fast,0,80,4,29,2,0,7
199,Ravindra Jadeja,India,Sri Lanka,"Newlands, Cape Town",pace,T20,32.5,42.1,4.8,spin,0,72,2,11,1,0,4
200,Glenn Maxwell,Australia,Sri Lanka,Dubai International Stadium,spin,ODI,42.1,52.3,5.5,spin,0,72,8,30,5,1,22
201,Jason Holder,West Indies,Bangladesh,"Kensington Oval, Barbados",batting,T20,31.2,37.5,5.0,fast,1,65,4,40,2,0,5
202,Alzarri Joseph,West Indies,Pakistan,"Newlands, Cape Town",pace,ODI,27.5,30.8,5.3,fast,0,80,8,29,3,0,21
203,Shadab Khan,Pakistan,South Africa,Dubai International Stadium,spin,ODI,30.8,36.4,5.2,spin,0,84,7,33,4,1,19
204,Kuldeep Yadav,India,Afghanistan,Dubai International Stadium,spin,ODI,27.8,33.5,5.1,spin,0,70,9,21,7,2,36
205,Mitchell Starc,Australia,India,Dubai International Stadium,spin,ODI,24.8,27.3,5.3,fast,0,92,10,65,5,0,19
206,Maheesh Theekshana,Sri Lanka,Bangladesh,Dubai International Stadium,spin,T20,26.5,30.1,4.8,spin,0,65,3,29,3,0,7
207,Jasprit Bumrah,India,West Indies,"Kensington Oval, Barbados",batting,ODI,24.3,30.2,4.5,fast,0,68,8,34,3,2,20
208,Shakib Al Hasan,Bangladesh,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,33.8,40.2,4.6,spin,0,70,8,39,4,3,19
209,Jayden Seales,West Indies,Australia,"Eden Gardens, Kolkata",balanced,ODI,30.1,35.2,5.4,fast,0,90,7,53,1,1,13
210,Mustafizur Rahman,Bangladesh,New Zealand,"R. Premadasa Stadium, Colombo",spin,ODI,28.7,33.1,5.0,fast,0,83,6,10,2,0,20
211,Mehidy Hasan Miraz,Bangladesh,Afghanistan,"Eden Gardens, Kolkata",balanced,T20,32.1,38.5,4.7,spin,0,70,4,17,3,0,12
212,Anrich Nortje,South Africa,Bangladesh,"Eden Gardens, Kolkata",balanced,T20,24.8,26.9,5.5,fast,0,65,4,29,4,0,10
213,Dushmantha Chameera,Sri Lanka,West Indies,Dubai International Stadium,spin,T20,29.1,33.8,5.5,fast,0,68,4,31,1,0,5
214,Gudakesh Motie,West Indies,England,"Shere Bangla Stadium, Dhaka",spin,T20,28.5,32.6,4.5,spin,0,85,2,21,2,0,5
215,Jayden Seales,West Indies,England,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,30.1,35.2,5.4,fast,0,85,6,29,2,1,15
216,Mehidy Hasan Miraz,Bangladesh,Australia,"Lord's, London",pace,ODI,32.1,38.5,4.7,spin,0,90,10,38,6,1,31
217,Mitchell Santner,New Zealand,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,35.1,42.3,4.7,spin,0,70,7,35,3,1,10
218,Reece Topley,England,South Africa,"Hagley Oval, Christchurch",pace,T20,26.7,29.8,5.2,fast,0,84,4,36,2,0,7
219,Adil Rashid,England,New Zealand,"Newlands, Cape Town",pace,T20,33.5,38.7,5.4,spin,0,83,2,10,1,0,5
220,Lockie Ferguson,New Zealand,Afghanistan,Sydney Cricket Ground,balanced,T20,24.5,26.4,5.3,fast,0,70,4,24,2,0,8
221,Lungi Ngidi,South Africa,West Indies,"The Oval, London",balanced,ODI,26.3,29.7,5.4,fast,0,68,10,46,1,0,23
222,Taskin Ahmed,Bangladesh,Australia,"The Oval, London",balanced,ODI,30.5,35.8,5.4,fast,0,90,9,25,3,1,33
223,Glenn Maxwell,Australia,England,"Gaddafi Stadium, Lahore",spin,ODI,42.1,52.3,5.5,spin,0,85,7,43,5,0,17
224,Mitchell Santner,New Zealand,Sri Lanka,Sydney Cricket Ground,balanced,ODI,35.1,42.3,4.7,spin,0,72,6,32,4,1,17
225,Dilshan Madushanka,Sri Lanka,India,"Gaddafi Stadium, Lahore",spin,ODI,28.3,32.5,5.3,fast,0,92,8,44,3,2,23
226,Kagiso Rabada,South Africa,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,25.4,28.6,5.2,fast,0,70,9,59,3,1,14
227,Mitchell Starc,Australia,India,Sydney Cricket Ground,balanced,T20,24.8,27.3,5.3,fast,1,92,4,39,1,0,6
228,Tim Southee,New Zealand,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,T20,29.8,33.5,5.4,fast,0,68,2,20,0,0,2
229,Ravindra Jadeja,India,New Zealand,"The Oval, London",balanced,ODI,32.5,42.1,4.8,spin,0,83,10,54,6,3,27
230,Mitchell Santner,New Zealand,Australia,Melbourne Cricket Ground,pace,ODI,35.1,42.3,4.7,spin,0,90,10,35,3,2,31
231,Akeal Hosein,West Indies,South Africa,"Kensington Oval, Barbados",batting,ODI,29.8,34.1,4.8,spin,1,84,7,17,1,1,20
232,Fazalhaq Farooqi,Afghanistan,Australia,"R. Premadasa Stadium, Colombo",spin,T20,24.2,26.8,5.1,fast,0,90,3,22,0,0,3
233,Glenn Maxwell,Australia,West Indies,Sydney Cricket Ground,balanced,ODI,42.1,52.3,5.5,spin,1,68,5,24,4,0,15
234,Kagiso Rabada,South Africa,Australia,Melbourne Cricket Ground,pace,T20,25.4,28.6,5.2,fast,0,90,3,9,2,0,6
235,Mujeeb Ur Rahman,Afghanistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,25.1,29.5,4.5,spin,0,72,2,7,2,0,3
236,Ravindra Jadeja,India,West Indies,"Hagley Oval, Christchurch",pace,T20,32.5,42.1,4.8,spin,0,68,3,26,2,0,4
237,Anrich Nortje,South Africa,Afghanistan,Dubai International Stadium,spin,T20,24.8,26.9,5.5,fast,0,70,4,29,2,0,8
238,Mujeeb Ur Rahman,Afghanistan,South Africa,Melbourne Cricket Ground,pace,T20,25.1,29.5,4.5,spin,0,84,4,16,2,0,9
239,Adam Zampa,Australia,Afghanistan,Sydney Cricket Ground,balanced,T20,29.3,35.2,5.1,spin,1,70,4,27,2,0,12
240,Mohammed Shami,India,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,26.1,28.7,5.2,fast,1,72,4,17,1,0,6
241,Mitchell Starc,Australia,Afghanistan,Sydney Cricket Ground,balanced,ODI,24.8,27.3,5.3,fast,1,70,6,39,3,0,11
242,Lungi Ngidi,South Africa,Bangladesh,"Lord's, London",pace,T20,26.3,29.7,5.4,fast,0,65,3,24,2,0,4
243,Dushmantha Chameera,Sri Lanka,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,29.1,33.8,5.5,fast,0,83,3,19,0,0,5
244,Moeen Ali,England,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,36.8,43.2,5.3,spin,0,65,10,63,7,2,23
245,Trent Boult,New Zealand,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,25.6,29.1,5.1,fast,0,90,9,41,2,0,27
246,Gudakesh Motie,West Indies,Pakistan,"Shere Bangla Stadium, Dhaka",spin,ODI,28.5,32.6,4.5,spin,0,80,10,38,5,2,24
247,Trent Boult,New Zealand,India,"Newlands, Cape Town",pace,ODI,25.6,29.1,5.1,fast,0,92,7,16,4,1,23
248,Jasprit Bumrah,India,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,24.3,30.2,4.5,fast,1,80,9,46,4,2,21
249,Mehidy Hasan Miraz,Bangladesh,India,"Hagley Oval, Christchurch",pace,T20,32.1,38.5,4.7,spin,0,92,3,10,1,0,6
250,Mitchell Starc,Australia,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,24.8,27.3,5.3,fast,0,72,9,67,7,1,19
251,Chris Woakes,England,New Zealand,"The Oval, London",balanced,ODI,30.2,35.1,5.1,fast,1,83,8,37,3,0,17
252,Josh Hazlewood,Australia,New Zealand,"Kensington Oval, Barbados",batting,ODI,25.1,30.5,4.7,fast,0,83,7,47,2,0,14
253,Anrich Nortje,South Africa,India,"MA Chidambaram Stadium, Chennai",spin,ODI,24.8,26.9,5.5,fast,0,92,10,55,1,0,21
254,Jasprit Bumrah,India,Afghanistan,"Hagley Oval, Christchurch",pace,T20,24.3,30.2,4.5,fast,0,70,4,20,4,0,11
255,Dushmantha Chameera,Sri Lanka,Australia,"Newlands, Cape Town",pace,ODI,29.1,33.8,5.5,fast,0,90,10,50,4,0,30
256,Dilshan Madushanka,Sri Lanka,India,"MA Chidambaram Stadium, Chennai",spin,T20,28.3,32.5,5.3,fast,0,92,4,36,1,0,4
257,Fazalhaq Farooqi,Afghanistan,South Africa,"Newlands, Cape Town",pace,T20,24.2,26.8,5.1,fast,0,84,4,30,3,0,9
258,Josh Hazlewood,Australia,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,25.1,30.5,4.7,fast,0,70,10,56,7,1,24
259,Mohammed Shami,India,South Africa,Dubai International Stadium,spin,ODI,26.1,28.7,5.2,fast,0,84,7,28,5,0,19
260,Kagiso Rabada,South Africa,Afghanistan,Dubai International Stadium,spin,ODI,25.4,28.6,5.2,fast,0,70,7,33,3,1,20
261,Mitchell Santner,New Zealand,Bangladesh,"Lord's, London",pace,ODI,35.1,42.3,4.7,spin,0,65,10,45,7,2,25
262,Alzarri Joseph,West Indies,New Zealand,Dubai International Stadium,spin,T20,27.5,30.8,5.3,fast,0,83,4,27,1,0,8
263,Maheesh Theekshana,Sri Lanka,England,"Gaddafi Stadium, Lahore",spin,ODI,26.5,30.1,4.8,spin,0,85,5,16,2,0,15
264,Dilshan Madushanka,Sri Lanka,England,"Eden Gardens, Kolkata",balanced,ODI,28.3,32.5,5.3,fast,0,85,9,43,6,1,25
265,Pat Cummins,Australia,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,25.7,29.8,5.0,fast,0,72,4,32,1,0,9
266,Mustafizur Rahman,Bangladesh,West Indies,"Newlands, Cape Town",pace,T20,28.7,33.1,5.0,fast,0,68,4,32,2,0,10
267,Fazalhaq Farooqi,Afghanistan,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,24.2,26.8,5.1,fast,0,92,2,24,1,0,2
268,Dunith Wellalage,Sri Lanka,Pakistan,"Lord's, London",pace,ODI,30.2,35.4,4.9,spin,0,80,9,48,5,0,21
269,Lungi Ngidi,South Africa,Pakistan,Melbourne Cricket Ground,pace,T20,26.3,29.7,5.4,fast,0,80,4,34,3,0,9
270,Josh Hazlewood,Australia,New Zealand,Dubai International Stadium,spin,ODI,25.1,30.5,4.7,fast,0,83,7,35,5,2,15
271,Ravindra Jadeja,India,New Zealand,"Lord's, London",pace,T20,32.5,42.1,4.8,spin,0,83,2,18,1,0,4
272,Mitchell Starc,Australia,Bangladesh,"Hagley Oval, Christchurch",pace,T20,24.8,27.3,5.3,fast,0,65,3,18,3,0,6
273,Mitchell Santner,New Zealand,India,"MA Chidambaram Stadium, Chennai",spin,ODI,35.1,42.3,4.7,spin,0,92,9,60,5,3,20
274,Mohammed Shami,India,West Indies,"Gaddafi Stadium, Lahore",spin,ODI,26.1,28.7,5.2,fast,0,68,8,45,4,0,20
275,Shadab Khan,Pakistan,New Zealand,"R. Premadasa Stadium, Colombo",spin,ODI,30.8,36.4,5.2,spin,0,83,6,38,1,0,16
276,Marco Jansen,South Africa,New Zealand,"Lord's, London",pace,ODI,27.1,31.4,5.0,fast,0,83,7,16,6,0,25
277,Noor Ahmad,Afghanistan,England,"Eden Gardens, Kolkata",balanced,ODI,27.5,31.8,4.7,spin,0,85,10,42,7,0,29
278,Mitchell Starc,Australia,India,"Kensington Oval, Barbados",batting,T20,24.8,27.3,5.3,fast,0,92,4,32,2,0,4
279,Trent Boult,New Zealand,England,"Shere Bangla Stadium, Dhaka",spin,T20,25.6,29.1,5.1,fast,0,85,4,34,1,0,6
280,Mustafizur Rahman,Bangladesh,South Africa,Dubai International Stadium,spin,T20,28.7,33.1,5.0,fast,0,84,4,16,2,0,10
281,Gudakesh Motie,West Indies,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,28.5,32.6,4.5,spin,0,84,4,37,2,0,5
282,Akeal Hosein,West Indies,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,ODI,29.8,34.1,4.8,spin,0,65,10,44,7,1,31
283,Naseem Shah,Pakistan,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,28.5,32.1,5.3,fast,0,83,6,38,5,2,15
284,Pat Cummins,Australia,India,"R. Premadasa Stadium, Colombo",spin,ODI,25.7,29.8,5.0,fast,0,92,7,39,3,0,22
285,Dushmantha Chameera,Sri Lanka,Afghanistan,"Hagley Oval, Christchurch",pace,T20,29.1,33.8,5.5,fast,0,70,2,15,2,0,3
286,Jason Holder,West Indies,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,31.2,37.5,5.0,fast,0,83,10,41,1,0,32
287,Chris Woakes,England,Pakistan,Melbourne Cricket Ground,pace,T20,30.2,35.1,5.1,fast,0,80,4,10,2,0,9
288,Shakib Al Hasan,Bangladesh,New Zealand,Dubai International Stadium,spin,ODI,33.8,40.2,4.6,spin,0,83,10,49,6,1,29
289,Trent Boult,New Zealand,Bangladesh,"Newlands, Cape Town",pace,T20,25.6,29.1,5.1,fast,0,65,3,32,2,0,3
290,Maheesh Theekshana,Sri Lanka,West Indies,"Kensington Oval, Barbados",batting,T20,26.5,30.1,4.8,spin,0,68,2,16,1,0,2
291,Mehidy Hasan Miraz,Bangladesh,England,"Lord's, London",pace,ODI,32.1,38.5,4.7,spin,0,85,10,49,5,2,32
292,Shoriful Islam,Bangladesh,Pakistan,"Hagley Oval, Christchurch",pace,T20,31.4,36.2,5.5,fast,0,80,4,23,3,0,10
293,Wanindu Hasaranga,Sri Lanka,Pakistan,"Shere Bangla Stadium, Dhaka",spin,ODI,24.8,28.2,5.0,spin,0,80,10,38,7,0,23
294,Dilshan Madushanka,Sri Lanka,South Africa,"MA Chidambaram Stadium, Chennai",spin,T20,28.3,32.5,5.3,fast,0,84,4,19,2,0,8
295,Pat Cummins,Australia,Sri Lanka,"Kensington Oval, Barbados",batting,ODI,25.7,29.8,5.0,fast,0,72,7,41,3,1,18
296,Akeal Hosein,West Indies,Sri Lanka,Dubai International Stadium,spin,T20,29.8,34.1,4.8,spin,0,72,3,19,2,0,7
297,Keshav Maharaj,South Africa,Pakistan,"Newlands, Cape Town",pace,T20,31.5,38.2,4.8,spin,1,80,4,31,1,0,9
298,Jasprit Bumrah,India,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,24.3,30.2,4.5,fast,0,80,6,32,2,1,16
299,Trent Boult,New Zealand,Sri Lanka,"Newlands, Cape Town",pace,ODI,25.6,29.1,5.1,fast,0,72,9,32,7,2,26
300,Mohammed Siraj,India,Bangladesh,"Kensington Oval, Barbados",batting,T20,28.4,31.9,5.4,fast,0,65,3,24,1,0,5
301,Kuldeep Yadav,India,Bangladesh,Sydney Cricket Ground,balanced,T20,27.8,33.5,5.1,spin,0,65,4,28,2,0,10
302,Reece Topley,England,Afghanistan,Dubai International Stadium,spin,ODI,26.7,29.8,5.2,fast,0,70,9,50,5,0,24
303,Lockie Ferguson,New Zealand,Afghanistan,"R. Premadasa Stadium, Colombo",spin,T20,24.5,26.4,5.3,fast,0,70,4,40,3,0,5
304,Jayden Seales,West Indies,South Africa,Dubai International Stadium,spin,ODI,30.1,35.2,5.4,fast,0,84,10,76,4,0,20
305,Dushmantha Chameera,Sri Lanka,England,"Kensington Oval, Barbados",batting,T20,29.1,33.8,5.5,fast,0,85,3,25,1,0,6
306,Keshav Maharaj,South Africa,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,ODI,31.5,38.2,4.8,spin,0,65,9,44,6,3,25
307,Kagiso Rabada,South Africa,Sri Lanka,"Newlands, Cape Town",pace,ODI,25.4,28.6,5.2,fast,1,72,9,28,7,3,29
308,Mohammad Nawaz,Pakistan,Bangladesh,"Kensington Oval, Barbados",batting,ODI,35.2,41.5,5.0,spin,0,65,10,53,4,0,26
309,Mitchell Starc,Australia,Pakistan,"Kensington Oval, Barbados",batting,T20,24.8,27.3,5.3,fast,0,80,4,24,2,0,8
310,Kuldeep Yadav,India,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,27.8,33.5,5.1,spin,1,65,4,27,1,0,9
311,Mustafizur Rahman,Bangladesh,West Indies,"Lord's, London",pace,T20,28.7,33.1,5.0,fast,0,68,4,39,2,0,9
312,Akeal Hosein,West Indies,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,29.8,34.1,4.8,spin,0,70,9,25,4,2,28
313,Pat Cummins,Australia,West Indies,"Lord's, London",pace,T20,25.7,29.8,5.0,fast,0,68,2,7,2,0,5
314,Kuldeep Yadav,India,South Africa,"Hagley Oval, Christchurch",pace,T20,27.8,33.5,5.1,spin,0,84,2,19,2,0,5
315,Josh Hazlewood,Australia,Sri Lanka,"The Oval, London",balanced,T20,25.1,30.5,4.7,fast,0,72,3,15,3,0,6
316,Noor Ahmad,Afghanistan,New Zealand,"Kensington Oval, Barbados",batting,T20,27.5,31.8,4.7,spin,0,83,3,12,3,0,8
317,Dilshan Madushanka,Sri Lanka,Australia,"Hagley Oval, Christchurch",pace,T20,28.3,32.5,5.3,fast,0,90,4,27,2,0,9
318,Jasprit Bumrah,India,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,24.3,30.2,4.5,fast,1,65,9,48,7,0,23
319,Moeen Ali,England,West Indies,Melbourne Cricket Ground,pace,ODI,36.8,43.2,5.3,spin,0,68,7,33,4,0,22
320,Tim Southee,New Zealand,England,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,29.8,33.5,5.4,fast,0,85,10,66,2,0,17
321,Fazalhaq Farooqi,Afghanistan,Pakistan,"Kensington Oval, Barbados",batting,T20,24.2,26.8,5.1,fast,0,80,2,23,1,0,2
322,Wanindu Hasaranga,Sri Lanka,West Indies,"Eden Gardens, Kolkata",balanced,ODI,24.8,28.2,5.0,spin,0,68,6,28,3,0,19
323,Lungi Ngidi,South Africa,Afghanistan,"Lord's, London",pace,T20,26.3,29.7,5.4,fast,0,70,4,31,4,0,7
324,Adam Zampa,Australia,Pakistan,"Newlands, Cape Town",pace,T20,29.3,35.2,5.1,spin,0,80,3,21,1,0,6
325,Dunith Wellalage,Sri Lanka,South Africa,"Wankhede Stadium, Mumbai",batting,ODI,30.2,35.4,4.9,spin,0,84,8,30,4,1,21
326,Taskin Ahmed,Bangladesh,Afghanistan,"Hagley Oval, Christchurch",pace,T20,30.5,35.8,5.4,fast,0,70,3,15,3,0,9
327,Fazalhaq Farooqi,Afghanistan,West Indies,"Kensington Oval, Barbados",batting,T20,24.2,26.8,5.1,fast,0,68,4,43,3,0,6
328,Mehidy Hasan Miraz,Bangladesh,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,ODI,32.1,38.5,4.7,spin,0,72,9,31,7,3,29
329,Shaheen Afridi,Pakistan,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,24.1,27.5,5.1,fast,1,70,4,28,3,0,8
330,Glenn Maxwell,Australia,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,42.1,52.3,5.5,spin,0,70,3,29,2,0,5
331,Dilshan Madushanka,Sri Lanka,New Zealand,"The Oval, London",balanced,ODI,28.3,32.5,5.3,fast,0,83,10,61,6,1,21
332,Josh Hazlewood,Australia,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,25.1,30.5,4.7,fast,0,70,8,47,3,0,22
333,Naseem Shah,Pakistan,South Africa,Dubai International Stadium,spin,T20,28.5,32.1,5.3,fast,0,84,3,21,1,0,8
334,Mehidy Hasan Miraz,Bangladesh,West Indies,"Newlands, Cape Town",pace,ODI,32.1,38.5,4.7,spin,0,68,9,63,4,2,18
335,Trent Boult,New Zealand,Bangladesh,"R. Premadasa Stadium, Colombo",spin,T20,25.6,29.1,5.1,fast,0,65,2,11,1,0,4
336,Josh Hazlewood,Australia,New Zealand,Sydney Cricket Ground,balanced,T20,25.1,30.5,4.7,fast,1,83,3,15,3,0,7
337,Taskin Ahmed,Bangladesh,Afghanistan,"Newlands, Cape Town",pace,T20,30.5,35.8,5.4,fast,0,70,2,13,2,0,6
338,Mustafizur Rahman,Bangladesh,Sri Lanka,"The Oval, London",balanced,ODI,28.7,33.1,5.0,fast,0,72,6,5,3,1,19
339,Fazalhaq Farooqi,Afghanistan,Sri Lanka,"The Oval, London",balanced,ODI,24.2,26.8,5.1,fast,0,72,6,15,4,1,20
340,Dilshan Madushanka,Sri Lanka,Bangladesh,Dubai International Stadium,spin,ODI,28.3,32.5,5.3,fast,0,65,8,35,4,1,26
341,Chris Woakes,England,South Africa,"Kensington Oval, Barbados",batting,ODI,30.2,35.1,5.1,fast,0,84,7,54,2,1,17
342,Shakib Al Hasan,Bangladesh,South Africa,"MA Chidambaram Stadium, Chennai",spin,T20,33.8,40.2,4.6,spin,0,84,2,9,0,0,5
343,Noor Ahmad,Afghanistan,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,27.5,31.8,4.7,spin,0,84,9,45,1,0,21
344,Mujeeb Ur Rahman,Afghanistan,England,"The Oval, London",balanced,T20,25.1,29.5,4.5,spin,0,85,4,23,3,0,10
345,Jayden Seales,West Indies,Bangladesh,"Eden Gardens, Kolkata",balanced,ODI,30.1,35.2,5.4,fast,0,65,10,56,5,0,21
346,Anrich Nortje,South Africa,England,"Wankhede Stadium, Mumbai",batting,ODI,24.8,26.9,5.5,fast,0,85,5,33,3,1,9
347,Matt Henry,New Zealand,England,"Hagley Oval, Christchurch",pace,T20,26.2,28.8,5.0,fast,1,85,4,20,4,0,11
348,Matt Henry,New Zealand,Bangladesh,Dubai International Stadium,spin,ODI,26.2,28.8,5.0,fast,0,65,9,36,5,0,26
349,Akeal Hosein,West Indies,New Zealand,Melbourne Cricket Ground,pace,T20,29.8,34.1,4.8,spin,0,83,4,28,3,0,7
350,Mohammed Shami,India,England,"Kensington Oval, Barbados",batting,ODI,26.1,28.7,5.2,fast,0,85,10,26,3,1,33
351,Wanindu Hasaranga,Sri Lanka,South Africa,"Eden Gardens, Kolkata",balanced,ODI,24.8,28.2,5.0,spin,0,84,10,79,6,1,19
352,Pat Cummins,Australia,West Indies,"Newlands, Cape Town",pace,ODI,25.7,29.8,5.0,fast,0,68,7,21,5,2,21
353,Marco Jansen,South Africa,New Zealand,Sydney Cricket Ground,balanced,ODI,27.1,31.4,5.0,fast,0,83,7,44,2,1,16
354,Shakib Al Hasan,Bangladesh,Sri Lanka,"Wankhede Stadium, Mumbai",batting,ODI,33.8,40.2,4.6,spin,0,72,10,54,4,1,21
355,Haris Rauf,Pakistan,England,"Kensington Oval, Barbados",batting,T20,27.3,30.1,5.6,fast,0,85,4,22,1,0,7
356,Moeen Ali,England,India,Melbourne Cricket Ground,pace,T20,36.8,43.2,5.3,spin,0,92,3,17,0,0,7
357,Taskin Ahmed,Bangladesh,West Indies,"Wankhede Stadium, Mumbai",batting,ODI,30.5,35.8,5.4,fast,0,68,10,52,6,0,24
358,Fazalhaq Farooqi,Afghanistan,England,"MA Chidambaram Stadium, Chennai",spin,T20,24.2,26.8,5.1,fast,0,85,4,32,2,0,5
359,Naseem Shah,Pakistan,Sri Lanka,Melbourne Cricket Ground,pace,T20,28.5,32.1,5.3,fast,0,72,4,36,1,0,8
360,Tim Southee,New Zealand,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,29.8,33.5,5.4,fast,0,72,4,16,2,0,14
361,Gudakesh Motie,West Indies,Pakistan,Melbourne Cricket Ground,pace,T20,28.5,32.6,4.5,spin,0,80,2,17,2,0,4
362,Marco Jansen,South Africa,Australia,Melbourne Cricket Ground,pace,ODI,27.1,31.4,5.0,fast,0,90,9,50,5,0,24
363,Haris Rauf,Pakistan,West Indies,"MA Chidambaram Stadium, Chennai",spin,T20,27.3,30.1,5.6,fast,0,68,4,28,2,0,9
364,Trent Boult,New Zealand,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,25.6,29.1,5.1,fast,0,92,2,15,0,0,4
365,Reece Topley,England,Australia,"The Oval, London",balanced,ODI,26.7,29.8,5.2,fast,1,90,10,40,5,2,35
366,Gudakesh Motie,West Indies,Sri Lanka,"Lord's, London",pace,T20,28.5,32.6,4.5,spin,0,72,2,19,1,0,3
367,Haris Rauf,Pakistan,Bangladesh,"R. Premadasa Stadium, Colombo",spin,T20,27.3,30.1,5.6,fast,0,65,4,27,3,0,6
368,Dilshan Madushanka,Sri Lanka,England,"The Oval, London",balanced,T20,28.3,32.5,5.3,fast,0,85,4,27,1,0,8
369,Marco Jansen,South Africa,England,"Gaddafi Stadium, Lahore",spin,T20,27.1,31.4,5.0,fast,0,85,3,18,3,0,10
370,Chris Woakes,England,India,"Wankhede Stadium, Mumbai",batting,T20,30.2,35.1,5.1,fast,0,92,3,17,1,0,7
371,Marco Jansen,South Africa,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,27.1,31.4,5.0,fast,0,80,10,78,5,0,22
372,Dilshan Madushanka,Sri Lanka,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,28.3,32.5,5.3,fast,0,83,10,51,4,0,34
373,Mohammad Nawaz,Pakistan,India,"Hagley Oval, Christchurch",pace,T20,35.2,41.5,5.0,spin,0,92,3,12,0,0,7
374,Naveen-ul-Haq,Afghanistan,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,26.8,30.2,5.3,fast,0,83,9,63,2,0,13
375,Haris Rauf,Pakistan,Afghanistan,"Gaddafi Stadium, Lahore",spin,ODI,27.3,30.1,5.6,fast,1,70,9,46,7,0,22
376,Rashid Khan,Afghanistan,New Zealand,Sydney Cricket Ground,balanced,T20,18.5,22.3,4.1,spin,0,83,3,20,3,0,7
377,Moeen Ali,England,Australia,Dubai International Stadium,spin,ODI,36.8,43.2,5.3,spin,0,90,10,47,4,0,29
378,Naseem Shah,Pakistan,Afghanistan,Dubai International Stadium,spin,ODI,28.5,32.1,5.3,fast,0,70,9,42,5,1,22
379,Mujeeb Ur Rahman,Afghanistan,New Zealand,Dubai International Stadium,spin,ODI,25.1,29.5,4.5,spin,0,83,7,26,3,0,17
380,Marco Jansen,South Africa,Australia,"Newlands, Cape Town",pace,ODI,27.1,31.4,5.0,fast,1,90,8,31,4,1,23
381,Shaheen Afridi,Pakistan,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,T20,24.1,27.5,5.1,fast,0,68,3,20,0,0,7
382,Alzarri Joseph,West Indies,Pakistan,Sydney Cricket Ground,balanced,ODI,27.5,30.8,5.3,fast,0,80,9,70,3,0,12
383,Shaheen Afridi,Pakistan,Australia,"Eden Gardens, Kolkata",balanced,ODI,24.1,27.5,5.1,fast,0,90,9,46,2,0,20
